Province/State,Country/Region,Lat,Long,Date,Value
,Afghanistan,33,65,3/15/2020,16
,Afghanistan,33,65,3/14/2020,11
,Afghanistan,33,65,3/13/2020,7
,Afghanistan,33,65,3/12/2020,7
,Afghanistan,33,65,3/11/2020,7
,Afghanistan,33,65,3/10/2020,5
,Afghanistan,33,65,3/9/2020,4
,Afghanistan,33,65,3/8/2020,4
,Afghanistan,33,65,3/7/2020,1
,Afghanistan,33,65,3/6/2020,1
,Afghanistan,33,65,3/5/2020,1
,Afghanistan,33,65,3/4/2020,1
,Afghanistan,33,65,3/3/2020,1
,Afghanistan,33,65,3/2/2020,1
,Afghanistan,33,65,3/1/2020,1
,Afghanistan,33,65,2/29/2020,1
,Afghanistan,33,65,2/28/2020,1
,Afghanistan,33,65,2/27/2020,1
,Afghanistan,33,65,2/26/2020,1
,Afghanistan,33,65,2/25/2020,1
,Afghanistan,33,65,2/24/2020,1
,Afghanistan,33,65,2/23/2020,0
,Afghanistan,33,65,2/22/2020,0
,Afghanistan,33,65,2/21/2020,0
,Afghanistan,33,65,2/20/2020,0
,Afghanistan,33,65,2/19/2020,0
,Afghanistan,33,65,2/18/2020,0
,Afghanistan,33,65,2/17/2020,0
,Afghanistan,33,65,2/16/2020,0
,Afghanistan,33,65,2/15/2020,0
,Afghanistan,33,65,2/14/2020,0
,Afghanistan,33,65,2/13/2020,0
,Afghanistan,33,65,2/12/2020,0
,Afghanistan,33,65,2/11/2020,0
,Afghanistan,33,65,2/10/2020,0
,Afghanistan,33,65,2/9/2020,0
,Afghanistan,33,65,2/8/2020,0
,Afghanistan,33,65,2/7/2020,0
,Afghanistan,33,65,2/6/2020,0
,Afghanistan,33,65,2/5/2020,0
,Afghanistan,33,65,2/4/2020,0
,Afghanistan,33,65,2/3/2020,0
,Afghanistan,33,65,2/2/2020,0
,Afghanistan,33,65,2/1/2020,0
,Afghanistan,33,65,1/31/2020,0
,Afghanistan,33,65,1/30/2020,0
,Afghanistan,33,65,1/29/2020,0
,Afghanistan,33,65,1/28/2020,0
,Afghanistan,33,65,1/27/2020,0
,Afghanistan,33,65,1/26/2020,0
,Afghanistan,33,65,1/25/2020,0
,Afghanistan,33,65,1/24/2020,0
,Afghanistan,33,65,1/23/2020,0
,Afghanistan,33,65,1/22/2020,0
,Albania,41.1533,20.1683,3/15/2020,42
,Albania,41.1533,20.1683,3/14/2020,38
,Albania,41.1533,20.1683,3/13/2020,33
,Albania,41.1533,20.1683,3/12/2020,23
,Albania,41.1533,20.1683,3/11/2020,12
,Albania,41.1533,20.1683,3/10/2020,10
,Albania,41.1533,20.1683,3/9/2020,2
,Albania,41.1533,20.1683,3/8/2020,0
,Albania,41.1533,20.1683,3/7/2020,0
,Albania,41.1533,20.1683,3/6/2020,0
,Albania,41.1533,20.1683,3/5/2020,0
,Albania,41.1533,20.1683,3/4/2020,0
,Albania,41.1533,20.1683,3/3/2020,0
,Albania,41.1533,20.1683,3/2/2020,0
,Albania,41.1533,20.1683,3/1/2020,0
,Albania,41.1533,20.1683,2/29/2020,0
,Albania,41.1533,20.1683,2/28/2020,0
,Albania,41.1533,20.1683,2/27/2020,0
,Albania,41.1533,20.1683,2/26/2020,0
,Albania,41.1533,20.1683,2/25/2020,0
,Albania,41.1533,20.1683,2/24/2020,0
,Albania,41.1533,20.1683,2/23/2020,0
,Albania,41.1533,20.1683,2/22/2020,0
,Albania,41.1533,20.1683,2/21/2020,0
,Albania,41.1533,20.1683,2/20/2020,0
,Albania,41.1533,20.1683,2/19/2020,0
,Albania,41.1533,20.1683,2/18/2020,0
,Albania,41.1533,20.1683,2/17/2020,0
,Albania,41.1533,20.1683,2/16/2020,0
,Albania,41.1533,20.1683,2/15/2020,0
,Albania,41.1533,20.1683,2/14/2020,0
,Albania,41.1533,20.1683,2/13/2020,0
,Albania,41.1533,20.1683,2/12/2020,0
,Albania,41.1533,20.1683,2/11/2020,0
,Albania,41.1533,20.1683,2/10/2020,0
,Albania,41.1533,20.1683,2/9/2020,0
,Albania,41.1533,20.1683,2/8/2020,0
,Albania,41.1533,20.1683,2/7/2020,0
,Albania,41.1533,20.1683,2/6/2020,0
,Albania,41.1533,20.1683,2/5/2020,0
,Albania,41.1533,20.1683,2/4/2020,0
,Albania,41.1533,20.1683,2/3/2020,0
,Albania,41.1533,20.1683,2/2/2020,0
,Albania,41.1533,20.1683,2/1/2020,0
,Albania,41.1533,20.1683,1/31/2020,0
,Albania,41.1533,20.1683,1/30/2020,0
,Albania,41.1533,20.1683,1/29/2020,0
,Albania,41.1533,20.1683,1/28/2020,0
,Albania,41.1533,20.1683,1/27/2020,0
,Albania,41.1533,20.1683,1/26/2020,0
,Albania,41.1533,20.1683,1/25/2020,0
,Albania,41.1533,20.1683,1/24/2020,0
,Albania,41.1533,20.1683,1/23/2020,0
,Albania,41.1533,20.1683,1/22/2020,0
,Algeria,28.0339,1.6596,3/15/2020,48
,Algeria,28.0339,1.6596,3/14/2020,37
,Algeria,28.0339,1.6596,3/13/2020,26
,Algeria,28.0339,1.6596,3/12/2020,24
,Algeria,28.0339,1.6596,3/11/2020,20
,Algeria,28.0339,1.6596,3/10/2020,20
,Algeria,28.0339,1.6596,3/9/2020,20
,Algeria,28.0339,1.6596,3/8/2020,19
,Algeria,28.0339,1.6596,3/7/2020,17
,Algeria,28.0339,1.6596,3/6/2020,17
,Algeria,28.0339,1.6596,3/5/2020,12
,Algeria,28.0339,1.6596,3/4/2020,12
,Algeria,28.0339,1.6596,3/3/2020,5
,Algeria,28.0339,1.6596,3/2/2020,3
,Algeria,28.0339,1.6596,3/1/2020,1
,Algeria,28.0339,1.6596,2/29/2020,1
,Algeria,28.0339,1.6596,2/28/2020,1
,Algeria,28.0339,1.6596,2/27/2020,1
,Algeria,28.0339,1.6596,2/26/2020,1
,Algeria,28.0339,1.6596,2/25/2020,1
,Algeria,28.0339,1.6596,2/24/2020,0
,Algeria,28.0339,1.6596,2/23/2020,0
,Algeria,28.0339,1.6596,2/22/2020,0
,Algeria,28.0339,1.6596,2/21/2020,0
,Algeria,28.0339,1.6596,2/20/2020,0
,Algeria,28.0339,1.6596,2/19/2020,0
,Algeria,28.0339,1.6596,2/18/2020,0
,Algeria,28.0339,1.6596,2/17/2020,0
,Algeria,28.0339,1.6596,2/16/2020,0
,Algeria,28.0339,1.6596,2/15/2020,0
,Algeria,28.0339,1.6596,2/14/2020,0
,Algeria,28.0339,1.6596,2/13/2020,0
,Algeria,28.0339,1.6596,2/12/2020,0
,Algeria,28.0339,1.6596,2/11/2020,0
,Algeria,28.0339,1.6596,2/10/2020,0
,Algeria,28.0339,1.6596,2/9/2020,0
,Algeria,28.0339,1.6596,2/8/2020,0
,Algeria,28.0339,1.6596,2/7/2020,0
,Algeria,28.0339,1.6596,2/6/2020,0
,Algeria,28.0339,1.6596,2/5/2020,0
,Algeria,28.0339,1.6596,2/4/2020,0
,Algeria,28.0339,1.6596,2/3/2020,0
,Algeria,28.0339,1.6596,2/2/2020,0
,Algeria,28.0339,1.6596,2/1/2020,0
,Algeria,28.0339,1.6596,1/31/2020,0
,Algeria,28.0339,1.6596,1/30/2020,0
,Algeria,28.0339,1.6596,1/29/2020,0
,Algeria,28.0339,1.6596,1/28/2020,0
,Algeria,28.0339,1.6596,1/27/2020,0
,Algeria,28.0339,1.6596,1/26/2020,0
,Algeria,28.0339,1.6596,1/25/2020,0
,Algeria,28.0339,1.6596,1/24/2020,0
,Algeria,28.0339,1.6596,1/23/2020,0
,Algeria,28.0339,1.6596,1/22/2020,0
,Andorra,42.5063,1.5218,3/15/2020,1
,Andorra,42.5063,1.5218,3/14/2020,1
,Andorra,42.5063,1.5218,3/13/2020,1
,Andorra,42.5063,1.5218,3/12/2020,1
,Andorra,42.5063,1.5218,3/11/2020,1
,Andorra,42.5063,1.5218,3/10/2020,1
,Andorra,42.5063,1.5218,3/9/2020,1
,Andorra,42.5063,1.5218,3/8/2020,1
,Andorra,42.5063,1.5218,3/7/2020,1
,Andorra,42.5063,1.5218,3/6/2020,1
,Andorra,42.5063,1.5218,3/5/2020,1
,Andorra,42.5063,1.5218,3/4/2020,1
,Andorra,42.5063,1.5218,3/3/2020,1
,Andorra,42.5063,1.5218,3/2/2020,1
,Andorra,42.5063,1.5218,3/1/2020,0
,Andorra,42.5063,1.5218,2/29/2020,0
,Andorra,42.5063,1.5218,2/28/2020,0
,Andorra,42.5063,1.5218,2/27/2020,0
,Andorra,42.5063,1.5218,2/26/2020,0
,Andorra,42.5063,1.5218,2/25/2020,0
,Andorra,42.5063,1.5218,2/24/2020,0
,Andorra,42.5063,1.5218,2/23/2020,0
,Andorra,42.5063,1.5218,2/22/2020,0
,Andorra,42.5063,1.5218,2/21/2020,0
,Andorra,42.5063,1.5218,2/20/2020,0
,Andorra,42.5063,1.5218,2/19/2020,0
,Andorra,42.5063,1.5218,2/18/2020,0
,Andorra,42.5063,1.5218,2/17/2020,0
,Andorra,42.5063,1.5218,2/16/2020,0
,Andorra,42.5063,1.5218,2/15/2020,0
,Andorra,42.5063,1.5218,2/14/2020,0
,Andorra,42.5063,1.5218,2/13/2020,0
,Andorra,42.5063,1.5218,2/12/2020,0
,Andorra,42.5063,1.5218,2/11/2020,0
,Andorra,42.5063,1.5218,2/10/2020,0
,Andorra,42.5063,1.5218,2/9/2020,0
,Andorra,42.5063,1.5218,2/8/2020,0
,Andorra,42.5063,1.5218,2/7/2020,0
,Andorra,42.5063,1.5218,2/6/2020,0
,Andorra,42.5063,1.5218,2/5/2020,0
,Andorra,42.5063,1.5218,2/4/2020,0
,Andorra,42.5063,1.5218,2/3/2020,0
,Andorra,42.5063,1.5218,2/2/2020,0
,Andorra,42.5063,1.5218,2/1/2020,0
,Andorra,42.5063,1.5218,1/31/2020,0
,Andorra,42.5063,1.5218,1/30/2020,0
,Andorra,42.5063,1.5218,1/29/2020,0
,Andorra,42.5063,1.5218,1/28/2020,0
,Andorra,42.5063,1.5218,1/27/2020,0
,Andorra,42.5063,1.5218,1/26/2020,0
,Andorra,42.5063,1.5218,1/25/2020,0
,Andorra,42.5063,1.5218,1/24/2020,0
,Andorra,42.5063,1.5218,1/23/2020,0
,Andorra,42.5063,1.5218,1/22/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/15/2020,1
,Antigua and Barbuda,17.0608,-61.7964,3/14/2020,1
,Antigua and Barbuda,17.0608,-61.7964,3/13/2020,1
,Antigua and Barbuda,17.0608,-61.7964,3/12/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/11/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/10/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/9/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/8/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/7/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/6/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/5/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/4/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/3/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/2/2020,0
,Antigua and Barbuda,17.0608,-61.7964,3/1/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/29/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/28/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/27/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/26/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/25/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/24/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/23/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/22/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/21/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/20/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/19/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/18/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/17/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/16/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/15/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/14/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/13/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/12/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/11/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/10/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/9/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/8/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/7/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/6/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/5/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/4/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/3/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/2/2020,0
,Antigua and Barbuda,17.0608,-61.7964,2/1/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/31/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/30/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/29/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/28/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/27/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/26/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/25/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/24/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/23/2020,0
,Antigua and Barbuda,17.0608,-61.7964,1/22/2020,0
,Argentina,-38.4161,-63.6167,3/15/2020,45
,Argentina,-38.4161,-63.6167,3/14/2020,34
,Argentina,-38.4161,-63.6167,3/13/2020,31
,Argentina,-38.4161,-63.6167,3/12/2020,19
,Argentina,-38.4161,-63.6167,3/11/2020,19
,Argentina,-38.4161,-63.6167,3/10/2020,17
,Argentina,-38.4161,-63.6167,3/9/2020,12
,Argentina,-38.4161,-63.6167,3/8/2020,12
,Argentina,-38.4161,-63.6167,3/7/2020,8
,Argentina,-38.4161,-63.6167,3/6/2020,2
,Argentina,-38.4161,-63.6167,3/5/2020,1
,Argentina,-38.4161,-63.6167,3/4/2020,1
,Argentina,-38.4161,-63.6167,3/3/2020,1
,Argentina,-38.4161,-63.6167,3/2/2020,0
,Argentina,-38.4161,-63.6167,3/1/2020,0
,Argentina,-38.4161,-63.6167,2/29/2020,0
,Argentina,-38.4161,-63.6167,2/28/2020,0
,Argentina,-38.4161,-63.6167,2/27/2020,0
,Argentina,-38.4161,-63.6167,2/26/2020,0
,Argentina,-38.4161,-63.6167,2/25/2020,0
,Argentina,-38.4161,-63.6167,2/24/2020,0
,Argentina,-38.4161,-63.6167,2/23/2020,0
,Argentina,-38.4161,-63.6167,2/22/2020,0
,Argentina,-38.4161,-63.6167,2/21/2020,0
,Argentina,-38.4161,-63.6167,2/20/2020,0
,Argentina,-38.4161,-63.6167,2/19/2020,0
,Argentina,-38.4161,-63.6167,2/18/2020,0
,Argentina,-38.4161,-63.6167,2/17/2020,0
,Argentina,-38.4161,-63.6167,2/16/2020,0
,Argentina,-38.4161,-63.6167,2/15/2020,0
,Argentina,-38.4161,-63.6167,2/14/2020,0
,Argentina,-38.4161,-63.6167,2/13/2020,0
,Argentina,-38.4161,-63.6167,2/12/2020,0
,Argentina,-38.4161,-63.6167,2/11/2020,0
,Argentina,-38.4161,-63.6167,2/10/2020,0
,Argentina,-38.4161,-63.6167,2/9/2020,0
,Argentina,-38.4161,-63.6167,2/8/2020,0
,Argentina,-38.4161,-63.6167,2/7/2020,0
,Argentina,-38.4161,-63.6167,2/6/2020,0
,Argentina,-38.4161,-63.6167,2/5/2020,0
,Argentina,-38.4161,-63.6167,2/4/2020,0
,Argentina,-38.4161,-63.6167,2/3/2020,0
,Argentina,-38.4161,-63.6167,2/2/2020,0
,Argentina,-38.4161,-63.6167,2/1/2020,0
,Argentina,-38.4161,-63.6167,1/31/2020,0
,Argentina,-38.4161,-63.6167,1/30/2020,0
,Argentina,-38.4161,-63.6167,1/29/2020,0
,Argentina,-38.4161,-63.6167,1/28/2020,0
,Argentina,-38.4161,-63.6167,1/27/2020,0
,Argentina,-38.4161,-63.6167,1/26/2020,0
,Argentina,-38.4161,-63.6167,1/25/2020,0
,Argentina,-38.4161,-63.6167,1/24/2020,0
,Argentina,-38.4161,-63.6167,1/23/2020,0
,Argentina,-38.4161,-63.6167,1/22/2020,0
,Armenia,40.0691,45.0382,3/15/2020,26
,Armenia,40.0691,45.0382,3/14/2020,18
,Armenia,40.0691,45.0382,3/13/2020,8
,Armenia,40.0691,45.0382,3/12/2020,4
,Armenia,40.0691,45.0382,3/11/2020,1
,Armenia,40.0691,45.0382,3/10/2020,1
,Armenia,40.0691,45.0382,3/9/2020,1
,Armenia,40.0691,45.0382,3/8/2020,1
,Armenia,40.0691,45.0382,3/7/2020,1
,Armenia,40.0691,45.0382,3/6/2020,1
,Armenia,40.0691,45.0382,3/5/2020,1
,Armenia,40.0691,45.0382,3/4/2020,1
,Armenia,40.0691,45.0382,3/3/2020,1
,Armenia,40.0691,45.0382,3/2/2020,1
,Armenia,40.0691,45.0382,3/1/2020,1
,Armenia,40.0691,45.0382,2/29/2020,0
,Armenia,40.0691,45.0382,2/28/2020,0
,Armenia,40.0691,45.0382,2/27/2020,0
,Armenia,40.0691,45.0382,2/26/2020,0
,Armenia,40.0691,45.0382,2/25/2020,0
,Armenia,40.0691,45.0382,2/24/2020,0
,Armenia,40.0691,45.0382,2/23/2020,0
,Armenia,40.0691,45.0382,2/22/2020,0
,Armenia,40.0691,45.0382,2/21/2020,0
,Armenia,40.0691,45.0382,2/20/2020,0
,Armenia,40.0691,45.0382,2/19/2020,0
,Armenia,40.0691,45.0382,2/18/2020,0
,Armenia,40.0691,45.0382,2/17/2020,0
,Armenia,40.0691,45.0382,2/16/2020,0
,Armenia,40.0691,45.0382,2/15/2020,0
,Armenia,40.0691,45.0382,2/14/2020,0
,Armenia,40.0691,45.0382,2/13/2020,0
,Armenia,40.0691,45.0382,2/12/2020,0
,Armenia,40.0691,45.0382,2/11/2020,0
,Armenia,40.0691,45.0382,2/10/2020,0
,Armenia,40.0691,45.0382,2/9/2020,0
,Armenia,40.0691,45.0382,2/8/2020,0
,Armenia,40.0691,45.0382,2/7/2020,0
,Armenia,40.0691,45.0382,2/6/2020,0
,Armenia,40.0691,45.0382,2/5/2020,0
,Armenia,40.0691,45.0382,2/4/2020,0
,Armenia,40.0691,45.0382,2/3/2020,0
,Armenia,40.0691,45.0382,2/2/2020,0
,Armenia,40.0691,45.0382,2/1/2020,0
,Armenia,40.0691,45.0382,1/31/2020,0
,Armenia,40.0691,45.0382,1/30/2020,0
,Armenia,40.0691,45.0382,1/29/2020,0
,Armenia,40.0691,45.0382,1/28/2020,0
,Armenia,40.0691,45.0382,1/27/2020,0
,Armenia,40.0691,45.0382,1/26/2020,0
,Armenia,40.0691,45.0382,1/25/2020,0
,Armenia,40.0691,45.0382,1/24/2020,0
,Armenia,40.0691,45.0382,1/23/2020,0
,Armenia,40.0691,45.0382,1/22/2020,0
,Aruba,12.5211,-69.9683,3/15/2020,2
,Aruba,12.5211,-69.9683,3/14/2020,2
,Aruba,12.5211,-69.9683,3/13/2020,2
,Aruba,12.5211,-69.9683,3/12/2020,0
,Aruba,12.5211,-69.9683,3/11/2020,0
,Aruba,12.5211,-69.9683,3/10/2020,0
,Aruba,12.5211,-69.9683,3/9/2020,0
,Aruba,12.5211,-69.9683,3/8/2020,0
,Aruba,12.5211,-69.9683,3/7/2020,0
,Aruba,12.5211,-69.9683,3/6/2020,0
,Aruba,12.5211,-69.9683,3/5/2020,0
,Aruba,12.5211,-69.9683,3/4/2020,0
,Aruba,12.5211,-69.9683,3/3/2020,0
,Aruba,12.5211,-69.9683,3/2/2020,0
,Aruba,12.5211,-69.9683,3/1/2020,0
,Aruba,12.5211,-69.9683,2/29/2020,0
,Aruba,12.5211,-69.9683,2/28/2020,0
,Aruba,12.5211,-69.9683,2/27/2020,0
,Aruba,12.5211,-69.9683,2/26/2020,0
,Aruba,12.5211,-69.9683,2/25/2020,0
,Aruba,12.5211,-69.9683,2/24/2020,0
,Aruba,12.5211,-69.9683,2/23/2020,0
,Aruba,12.5211,-69.9683,2/22/2020,0
,Aruba,12.5211,-69.9683,2/21/2020,0
,Aruba,12.5211,-69.9683,2/20/2020,0
,Aruba,12.5211,-69.9683,2/19/2020,0
,Aruba,12.5211,-69.9683,2/18/2020,0
,Aruba,12.5211,-69.9683,2/17/2020,0
,Aruba,12.5211,-69.9683,2/16/2020,0
,Aruba,12.5211,-69.9683,2/15/2020,0
,Aruba,12.5211,-69.9683,2/14/2020,0
,Aruba,12.5211,-69.9683,2/13/2020,0
,Aruba,12.5211,-69.9683,2/12/2020,0
,Aruba,12.5211,-69.9683,2/11/2020,0
,Aruba,12.5211,-69.9683,2/10/2020,0
,Aruba,12.5211,-69.9683,2/9/2020,0
,Aruba,12.5211,-69.9683,2/8/2020,0
,Aruba,12.5211,-69.9683,2/7/2020,0
,Aruba,12.5211,-69.9683,2/6/2020,0
,Aruba,12.5211,-69.9683,2/5/2020,0
,Aruba,12.5211,-69.9683,2/4/2020,0
,Aruba,12.5211,-69.9683,2/3/2020,0
,Aruba,12.5211,-69.9683,2/2/2020,0
,Aruba,12.5211,-69.9683,2/1/2020,0
,Aruba,12.5211,-69.9683,1/31/2020,0
,Aruba,12.5211,-69.9683,1/30/2020,0
,Aruba,12.5211,-69.9683,1/29/2020,0
,Aruba,12.5211,-69.9683,1/28/2020,0
,Aruba,12.5211,-69.9683,1/27/2020,0
,Aruba,12.5211,-69.9683,1/26/2020,0
,Aruba,12.5211,-69.9683,1/25/2020,0
,Aruba,12.5211,-69.9683,1/24/2020,0
,Aruba,12.5211,-69.9683,1/23/2020,0
,Aruba,12.5211,-69.9683,1/22/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/15/2020,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/14/2020,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/13/2020,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/12/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/11/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/10/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/9/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/8/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/7/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/6/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/5/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/4/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/3/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/2/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/1/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/29/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/28/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/27/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/26/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/25/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/24/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/23/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/22/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/21/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/20/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/19/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/18/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/17/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/16/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/15/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/14/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/13/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/12/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/11/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/10/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/9/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/8/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/7/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/6/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/5/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/4/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/3/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/2/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/1/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/31/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/30/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/29/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/28/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/27/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/26/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/25/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/24/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/23/2020,0
Australian Capital Territory,Australia,-35.4735,149.0124,1/22/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/15/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/14/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/13/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/12/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/11/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/10/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/9/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/8/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/7/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/6/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/5/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/4/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/3/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/2/2020,0
From Diamond Princess,Australia,35.4437,139.638,3/1/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/29/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/28/2020,8
From Diamond Princess,Australia,35.4437,139.638,2/27/2020,8
From Diamond Princess,Australia,35.4437,139.638,2/26/2020,7
From Diamond Princess,Australia,35.4437,139.638,2/25/2020,7
From Diamond Princess,Australia,35.4437,139.638,2/24/2020,7
From Diamond Princess,Australia,35.4437,139.638,2/23/2020,7
From Diamond Princess,Australia,35.4437,139.638,2/22/2020,7
From Diamond Princess,Australia,35.4437,139.638,2/21/2020,4
From Diamond Princess,Australia,35.4437,139.638,2/20/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/19/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/18/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/17/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/16/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/15/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/14/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/13/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/12/2020,0
From Diamond Princess,Australia,35.4437,139.638,2/11/2020,0
